Path,Tag,v3.7
/system/${LIB}/vndk/android.hardware.tests.inheritance@1.0.so,VNDK,
/system/${LIB}/vndk/android.hardware.tests.libhwbinder@1.0.so,VNDK,
/system/${LIB}/vndk/android.hardware.tests.memory@1.0.so,VNDK,
/system/${LIB}/vndk/android.hardware.tests.msgq@1.0.so,VNDK,
/system/${LIB}/vndk/android.hardware.tests.multithread@1.0.so,VNDK,
/system/${LIB}/vndk/android.hardware.tests.pointer@1.0.so,VNDK,
/system/${LIB}/vndk/android.hardware.tetheroffload.config@1.0.so,VNDK,
/system/${LIB}/vndk/android.hardware.tetheroffload.control@1.0.so,VNDK,
/system/${LIB}/vndk/android.hardware.thermal@1.0.so,VNDK,
/system/${LIB}/vndk/android.hardware.thermal@1.1.so,VNDK,
/system/${LIB}/vndk/android.hardware.tv.cec@1.0.so,VNDK,
/system/${LIB}/vndk/android.hardware.tv.input@1.0.so,VNDK,
/system/${LIB}/vndk/android.hardware.usb@1.0.so,VNDK,
/system/${LIB}/vndk/android.hardware.usb@1.1.so,VNDK,
/system/${LIB}/vndk/android.hardware.vibrator@1.0.so,VNDK,
/system/${LIB}/vndk/android.hardware.vibrator@1.1.so,VNDK,
/system/${LIB}/vndk/android.hardware.vr@1.0.so,VNDK,
/system/${LIB}/vndk/android.hardware.weaver@1.0.so,VNDK,
/system/${LIB}/vndk/android.hardware.wifi.offload@1.0.so,VNDK,
/system/${LIB}/vndk/android.hardware.wifi.supplicant@1.0.so,VNDK,
/system/${LIB}/vndk/android.hardware.wifi@1.0.so,VNDK,
/system/${LIB}/vndk/android.hardware.wifi@1.1.so,VNDK,
/system/${LIB}/vndk/android.hidl.allocator@1.0.so,VNDK,
/system/${LIB}/vndk/android.hidl.token@1.0-utils.so,VNDK,
/system/${LIB}/vndk/android.hidl.token@1.0.so,VNDK,
/system/${LIB}/vndk/android.system.net.netd@1.0.so,VNDK,
/system/${LIB}/vndk/android.system.wifi.keystore@1.0.so,VNDK,
/system/${LIB}/vndk/libEGL.so,SP-NDK,
/system/${LIB}/vndk/libGLESv2.so,SP-NDK,
/system/${LIB}/vndk/libaudioroute.so,VNDK,
/system/${LIB}/vndk/libaudioutils.so,VNDK,
/system/${LIB}/vndk/libavservices_minijail.so,VNDK,
/system/${LIB}/vndk/libbinder.so,VNDK,
/system/${LIB}/vndk/libcamera_metadata.so,VNDK,
/system/${LIB}/vndk/libcap.so,VNDK,
/system/${LIB}/vndk/libclang_rt.ubsan_standalone-aarch64-android.so,VNDK,
/system/${LIB}/vndk/libclang_rt.ubsan_standalone-arm-android.so,VNDK,
/system/${LIB}/vndk/libclang_rt.ubsan_standalone-i686-android.so,VNDK,
/system/${LIB}/vndk/libclang_rt.ubsan_standalone-mips-android.so,VNDK,
/system/${LIB}/vndk/libclang_rt.ubsan_standalone-mips64-android.so,VNDK,
/system/${LIB}/vndk/libclang_rt.ubsan_standalone-x86_64-android.so,VNDK,
/system/${LIB}/vndk/libcrypto.so,VNDK,
/system/${LIB}/vndk/libcrypto_utils.so,VNDK,
/system/${LIB}/vndk/libcurl.so,VNDK,
/system/${LIB}/vndk/libdiskconfig.so,VNDK,
/system/${LIB}/vndk/libdumpstateutil.so,VNDK,
/system/${LIB}/vndk/libevent.so,VNDK,
/system/${LIB}/vndk/libexif.so,VNDK,
/system/${LIB}/vndk/libexpat.so,VNDK,
/system/${LIB}/vndk/libfmq.so,VNDK,
/system/${LIB}/vndk/libgatekeeper.so,VNDK,
/system/${LIB}/vndk/libgui.so,VNDK,
/system/${LIB}/vndk/libhardware_legacy.so,VNDK,
/system/${LIB}/vndk/libicui18n.so,VNDK,
/system/${LIB}/vndk/libicuuc.so,VNDK,
/system/${LIB}/vndk/libjpeg.so,VNDK,
/system/${LIB}/vndk/libkeymaster_messages.so,VNDK,
/system/${LIB}/vndk/libkeymaster_portable.so,VNDK,
/system/${LIB}/vndk/libkeymaster_staging.so,VNDK,
/system/${LIB}/vndk/libldacBT_abr.so,VNDK,
/system/${LIB}/vndk/libldacBT_enc.so,VNDK,
/system/${LIB}/vndk/liblz4.so,VNDK,
/system/${LIB}/vndk/libmedia_helper.so,VNDK,
/system/${LIB}/vndk/libmedia_omx.so,VNDK,
/system/${LIB}/vndk/libmemtrack.so,VNDK,
/system/${LIB}/vndk/libminijail.so,VNDK,
/system/${LIB}/vndk/libnetutils.so,VNDK,
/system/${LIB}/vndk/libnl.so,VNDK,
/system/${LIB}/vndk/libopus.so,VNDK,
/system/${LIB}/vndk/libpagemap.so,VNDK,
/system/${LIB}/vndk/libpcre2.so,VNDK,
/system/${LIB}/vndk/libpiex.so,VNDK,
/system/${LIB}/vndk/libpng.so,VNDK,
/system/${LIB}/vndk/libpower.so,VNDK,
/system/${LIB}/vndk/libprocinfo.so,VNDK,
/system/${LIB}/vndk/libprotobuf-cpp-full.so,VNDK,
/system/${LIB}/vndk/libprotobuf-cpp-lite.so,VNDK,
/system/${LIB}/vndk/libradio_metadata.so,VNDK,
/system/${LIB}/vndk/libsoftkeymasterdevice.so,VNDK,
/system/${LIB}/vndk/libspeexresampler.so,VNDK,
/system/${LIB}/vndk/libsqlite.so,VNDK,
/system/${LIB}/vndk/libssl.so,VNDK,
/system/${LIB}/vndk/libstagefright_amrnb_common.so,VNDK,
/system/${LIB}/vndk/libstagefright_enc_common.so,VNDK,
/system/${LIB}/vndk/libstagefright_flacdec.so,VNDK,
/system/${LIB}/vndk/libstagefright_foundation.so,VNDK,
/system/${LIB}/vndk/libstagefright_omx.so,VNDK,
/system/${LIB}/vndk/libstagefright_soft_aacdec.so,VNDK,
/system/${LIB}/vndk/libstagefright_soft_aacenc.so,VNDK,
/system/${LIB}/vndk/libstagefright_soft_amrdec.so,VNDK,
/system/${LIB}/vndk/libstagefright_soft_amrnbenc.so,VNDK,
/system/${LIB}/vndk/libstagefright_soft_amrwbenc.so,VNDK,
/system/${LIB}/vndk/libstagefright_soft_avcdec.so,VNDK,
/system/${LIB}/vndk/libstagefright_soft_avcenc.so,VNDK,
/system/${LIB}/vndk/libstagefright_soft_flacdec.so,VNDK,
/system/${LIB}/vndk/libstagefright_soft_flacenc.so,VNDK,
/system/${LIB}/vndk/libstagefright_soft_g711dec.so,VNDK,
/system/${LIB}/vndk/libstagefright_soft_gsmdec.so,VNDK,
/system/${LIB}/vndk/libstagefright_soft_hevcdec.so,VNDK,
/system/${LIB}/vndk/libstagefright_soft_mp3dec.so,VNDK,
/system/${LIB}/vndk/libstagefright_soft_mpeg2dec.so,VNDK,
/system/${LIB}/vndk/libstagefright_soft_mpeg4dec.so,VNDK,
/system/${LIB}/vndk/libstagefright_soft_mpeg4enc.so,VNDK,
/system/${LIB}/vndk/libstagefright_soft_opusdec.so,VNDK,
/system/${LIB}/vndk/libstagefright_soft_rawdec.so,VNDK,
/system/${LIB}/vndk/libstagefright_soft_vorbisdec.so,VNDK,
/system/${LIB}/vndk/libstagefright_soft_vpxdec.so,VNDK,
/system/${LIB}/vndk/libstagefright_soft_vpxenc.so,VNDK,
/system/${LIB}/vndk/libstagefright_xmlparser.so,VNDK,
/system/${LIB}/vndk/libsuspend.so,VNDK,
/system/${LIB}/vndk/libsync.so,SP-NDK,
/system/${LIB}/vndk/libsysutils.so,VNDK,
/system/${LIB}/vndk/libtinyalsa.so,VNDK,
/system/${LIB}/vndk/libtinyxml2.so,VNDK,
/system/${LIB}/vndk/libui.so,VNDK,
/system/${LIB}/vndk/libusbhost.so,VNDK,
/system/${LIB}/vndk/libvixl-arm.so,VNDK,
/system/${LIB}/vndk/libvixl-arm64.so,VNDK,
/system/${LIB}/vndk/libvorbisidec.so,VNDK,
/system/${LIB}/vndk/libwifi-system-iface.so,VNDK,
/system/${LIB}/vndk/libxml2.so,VNDK,
/system/${LIB}/vndk/libyuv.so,VNDK,
/system/${LIB}/vndk/libziparchive.so,VNDK,
/system/${LIB}/vndk/tests.vendor@1.0.so,VNDK,
/system/${LIB}/vndk/tests.vendor@1.1.so,VNDK,
/vendor/${LIB}/libcld80211.so,VND-ONLY,
/vendor/${LIB}/libeffects.so,VND-ONLY,
/vendor/${LIB}/libhwc2on1adapter.so,VND-ONLY,
/vendor/${LIB}/libnbaio_mono.so,VND-ONLY,
/vendor/${LIB}/libreference-ril.so,VND-ONLY,
/vendor/${LIB}/libril.so,VND-ONLY,
/vendor/${LIB}/librilutils.so,VND-ONLY,
/vendor/${LIB}/libtinycompress.so,VND-ONLY,
/vendor/${LIB}/libwebrtc_audio_preprocessing.so,VND-ONLY,
/vendor/${LIB}/soundfx/libaudiopreprocessing.so,VND-ONLY,
/vendor/${LIB}/soundfx/libbundlewrapper.so,VND-ONLY,
/vendor/${LIB}/soundfx/libdownmix.so,VND-ONLY,
/vendor/${LIB}/soundfx/libeffectproxy.so,VND-ONLY,
/vendor/${LIB}/soundfx/libldnhncr.so,VND-ONLY,
/vendor/${LIB}/soundfx/libreverbwrapper.so,VND-ONLY,
/vendor/${LIB}/soundfx/libvisualizer.so,VND-ONLY,
