Path,Tag,Comments
/system/${LIB}/libstagefright_soft_amrdec.so,FWK-ONLY,
/system/${LIB}/libstagefright_soft_amrnbenc.so,FWK-ONLY,
/system/${LIB}/libstagefright_soft_amrwbenc.so,FWK-ONLY,
/system/${LIB}/libstagefright_soft_avcdec.so,FWK-ONLY,
/system/${LIB}/libstagefright_soft_avcenc.so,FWK-ONLY,
/system/${LIB}/libstagefright_soft_flacdec.so,FWK-ONLY,
/system/${LIB}/libstagefright_soft_flacenc.so,FWK-ONLY,
/system/${LIB}/libstagefright_soft_g711dec.so,FWK-ONLY,
/system/${LIB}/libstagefright_soft_gsmdec.so,FWK-ONLY,
/system/${LIB}/libstagefright_soft_hevcdec.so,FWK-ONLY,
/system/${LIB}/libstagefright_soft_mp3dec.so,FWK-ONLY,
/system/${LIB}/libstagefright_soft_mpeg2dec.so,FWK-ONLY,
/system/${LIB}/libstagefright_soft_mpeg4dec.so,FWK-ONLY,
/system/${LIB}/libstagefright_soft_mpeg4enc.so,FWK-ONLY,
/system/${LIB}/libstagefright_soft_opusdec.so,FWK-ONLY,
/system/${LIB}/libstagefright_soft_rawdec.so,FWK-ONLY,
/system/${LIB}/libstagefright_soft_vorbisdec.so,FWK-ONLY,
/system/${LIB}/libstagefright_soft_vpxdec.so,FWK-ONLY,
/system/${LIB}/libstagefright_soft_vpxenc.so,FWK-ONLY,
/system/${LIB}/libstagefright_softomx.so,VNDK,
/system/${LIB}/libstagefright_xmlparser.so,VNDK,
/system/${LIB}/libstatslog.so,FWK-ONLY,
/system/${LIB}/libstdc++.so,FWK-ONLY,
/system/${LIB}/libsurfaceflinger.so,FWK-ONLY,
/system/${LIB}/libsuspend.so,FWK-ONLY,
/system/${LIB}/libsync.so,LL-NDK,
/system/${LIB}/libsysutils.so,VNDK,
/system/${LIB}/libtextclassifier.so,FWK-ONLY,
/system/${LIB}/libtextclassifier_hash.so,LL-NDK-Private,
/system/${LIB}/libtinyalsa.so,VNDK,
/system/${LIB}/libtinyxml2.so,VNDK,
/system/${LIB}/libtombstoned_client.so,FWK-ONLY,
/system/${LIB}/libui.so,VNDK,
/system/${LIB}/libunwind.so,FWK-ONLY,
/system/${LIB}/libunwindstack.so,VNDK-SP,
/system/${LIB}/libusbhost.so,VNDK,
/system/${LIB}/libutils.so,VNDK-SP,
/system/${LIB}/libutilscallstack.so,VNDK-SP,
/system/${LIB}/libvintf.so,FWK-ONLY,
/system/${LIB}/libvndksupport.so,LL-NDK,
/system/${LIB}/libvorbisidec.so,VNDK,
/system/${LIB}/libvulkan.so,LL-NDK,
/system/${LIB}/libwebviewchromium_loader.so,FWK-ONLY,
/system/${LIB}/libwebviewchromium_plat_support.so,FWK-ONLY,
/system/${LIB}/libwfds.so,FWK-ONLY,
/system/${LIB}/libwifi-service.so,FWK-ONLY,
/system/${LIB}/libwifi-system-iface.so,VNDK,
/system/${LIB}/libwifi-system.so,FWK-ONLY,
/system/${LIB}/libwifikeystorehal.so,FWK-ONLY,
/system/${LIB}/libwilhelm.so,FWK-ONLY,
/system/${LIB}/libxml2.so,VNDK,
/system/${LIB}/libyuv.so,VNDK,
/system/${LIB}/libz.so,VNDK-SP,
/system/${LIB}/libziparchive.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.frameworks.cameraservice.common@2.0.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.frameworks.cameraservice.device@2.0.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.frameworks.cameraservice.service@2.0.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.frameworks.displayservice@1.0.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.frameworks.schedulerservice@1.0.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.frameworks.sensorservice@1.0.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.frameworks.stats@1.0.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.frameworks.vr.composer@1.0.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.hardware.atrace@1.0.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.hardware.audio.common-util.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.hardware.audio.common@2.0-util.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.hardware.audio.common@2.0.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.hardware.audio.common@4.0-util.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.hardware.audio.common@4.0.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.hardware.audio.common@5.0.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.hardware.audio.effect@2.0.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.hardware.audio.effect@4.0.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.hardware.audio.effect@5.0.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.hardware.audio@2.0.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.hardware.audio@4.0.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.hardware.audio@5.0.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.hardware.authsecret@1.0.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.hardware.automotive.audiocontrol@1.0.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.hardware.automotive.evs@1.0.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.hardware.automotive.vehicle@2.0.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.hardware.biometrics.face@1.0.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.hardware.biometrics.fingerprint@2.1.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.hardware.bluetooth.a2dp@1.0.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.hardware.bluetooth.audio@2.0.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.hardware.bluetooth@1.0.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.hardware.boot@1.0.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.hardware.broadcastradio@1.0.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.hardware.broadcastradio@1.1.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.hardware.broadcastradio@2.0.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.hardware.camera.common@1.0.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.hardware.camera.device@1.0.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.hardware.camera.device@3.2.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.hardware.camera.device@3.3.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.hardware.camera.device@3.4.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.hardware.camera.device@3.5.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.hardware.camera.metadata@3.2.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.hardware.camera.metadata@3.3.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.hardware.camera.metadata@3.4.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.hardware.camera.provider@2.4.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.hardware.camera.provider@2.5.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.hardware.cas.native@1.0.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.hardware.cas@1.0.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.hardware.cas@1.1.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.hardware.configstore-utils.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.hardware.configstore@1.0.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.hardware.configstore@1.1.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.hardware.confirmationui-support-lib.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.hardware.confirmationui@1.0.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.hardware.contexthub@1.0.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.hardware.drm@1.0.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.hardware.drm@1.1.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.hardware.drm@1.2.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.hardware.dumpstate@1.0.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.hardware.fastboot@1.0.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.hardware.gatekeeper@1.0.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.hardware.gnss.measurement_corrections@1.0.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.hardware.gnss.visibility_control@1.0.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.hardware.gnss@1.0.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.hardware.gnss@1.1.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.hardware.gnss@2.0.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.hardware.graphics.allocator@2.0.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.hardware.graphics.allocator@3.0.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.hardware.graphics.bufferqueue@1.0.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.hardware.graphics.bufferqueue@2.0.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.hardware.graphics.composer@2.1.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.hardware.graphics.composer@2.2.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.hardware.graphics.composer@2.3.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.hardware.health.storage@1.0.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.hardware.health@1.0.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.hardware.health@2.0.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.hardware.input.classifier@1.0.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.hardware.input.common@1.0.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.hardware.ir@1.0.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.hardware.keymaster@3.0.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.hardware.keymaster@4.0.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.hardware.light@2.0.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.hardware.media.bufferpool@1.0.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.hardware.media.bufferpool@2.0.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.hardware.media.c2@1.0.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.hardware.media.omx@1.0.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.hardware.media@1.0.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.hardware.memtrack@1.0.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.hardware.neuralnetworks@1.0.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.hardware.neuralnetworks@1.1.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.hardware.neuralnetworks@1.2.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.hardware.nfc@1.0.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.hardware.nfc@1.1.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.hardware.nfc@1.2.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.hardware.oemlock@1.0.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.hardware.power.stats@1.0.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.hardware.power@1.0.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.hardware.power@1.1.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.hardware.power@1.2.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.hardware.power@1.3.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.hardware.radio.config@1.0.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.hardware.radio.config@1.1.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.hardware.radio.config@1.2.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.hardware.radio.deprecated@1.0.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.hardware.radio@1.0.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.hardware.radio@1.1.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.hardware.radio@1.2.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.hardware.radio@1.3.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.hardware.radio@1.4.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.hardware.secure_element@1.0.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.hardware.secure_element@1.1.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.hardware.sensors@1.0.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.hardware.sensors@2.0.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.hardware.soundtrigger@2.0-core.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.hardware.soundtrigger@2.0.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.hardware.soundtrigger@2.1.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.hardware.soundtrigger@2.2.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.hardware.tetheroffload.config@1.0.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.hardware.tetheroffload.control@1.0.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.hardware.thermal@1.0.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.hardware.thermal@1.1.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.hardware.thermal@2.0.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.hardware.tv.cec@1.0.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.hardware.tv.cec@2.0.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.hardware.tv.input@1.0.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.hardware.usb.gadget@1.0.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.hardware.usb@1.0.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.hardware.usb@1.1.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.hardware.usb@1.2.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.hardware.vibrator@1.0.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.hardware.vibrator@1.1.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.hardware.vibrator@1.2.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.hardware.vibrator@1.3.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.hardware.vr@1.0.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.hardware.weaver@1.0.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.hardware.wifi.hostapd@1.0.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.hardware.wifi.hostapd@1.1.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.hardware.wifi.offload@1.0.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.hardware.wifi.supplicant@1.0.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.hardware.wifi.supplicant@1.1.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.hardware.wifi.supplicant@1.2.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.hardware.wifi@1.0.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.hardware.wifi@1.1.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.hardware.wifi@1.2.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.hardware.wifi@1.3.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.hidl.allocator@1.0.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.hidl.memory.block@1.0.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.hidl.token@1.0-utils.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.hidl.token@1.0.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.system.net.netd@1.0.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.system.net.netd@1.1.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.system.suspend@1.0.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/android.system.wifi.keystore@1.0.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/libadf.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/libaudioroute.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/libaudioutils.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/libbinder.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/libcamera_metadata.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/libcap.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/libclang_rt.scudo-aarch64-android.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/libclang_rt.scudo-arm-android.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/libclang_rt.scudo-i686-android.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/libclang_rt.scudo-x86_64-android.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/libclang_rt.scudo_minimal-aarch64-android.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/libclang_rt.scudo_minimal-arm-android.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/libclang_rt.scudo_minimal-i686-android.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/libclang_rt.scudo_minimal-x86_64-android.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/libclang_rt.ubsan_standalone-aarch64-android.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/libclang_rt.ubsan_standalone-arm-android.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/libclang_rt.ubsan_standalone-i686-android.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/libclang_rt.ubsan_standalone-x86_64-android.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/libcn-cbor.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/libcodec2.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/libcodec2_hidl@1.0.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/libcodec2_vndk.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/libcrypto.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/libcrypto_utils.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/libcurl.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/libdiskconfig.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/libdumpstateutil.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/libevent.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/libexif.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/libexpat.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/libfmq.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/libgatekeeper.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/libgui.so,VNDK-Private,
/system/${LIB}/vndk${VNDK_VER}/libhardware_legacy.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/libhidlallocatorutils.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/libhidlcache.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/libjpeg.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/libkeymaster_messages.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/libkeymaster_portable.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/libldacBT_abr.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/libldacBT_enc.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/liblz4.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/libmedia_helper.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/libmedia_omx.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/libmemtrack.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/libminijail.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/libmkbootimg_abi_check.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/libnetutils.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/libnl.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/libopus.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/libpagemap.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/libpcre2.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/libpiex.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/libpng.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/libpower.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/libprocinfo.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/libprotobuf-cpp-full.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/libprotobuf-cpp-lite.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/libpuresoftkeymasterdevice.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/libradio_metadata.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/libselinux.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/libsoftkeymasterdevice.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/libspeexresampler.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/libsqlite.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/libssl.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/libstagefright_amrnb_common.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/libstagefright_bufferpool@2.0.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/libstagefright_bufferqueue_helper.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/libstagefright_enc_common.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/libstagefright_flacdec.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/libstagefright_foundation.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/libstagefright_omx.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/libstagefright_omx_utils.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/libstagefright_softomx.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/libstagefright_xmlparser.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/libsuspend.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/libsysutils.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/libtinyalsa.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/libtinyxml2.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/libui.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/libusbhost.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/libvixl-arm.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/libvixl-arm64.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/libvorbisidec.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/libwifi-system-iface.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/libxml2.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/libyuv.so,VNDK,
/system/${LIB}/vndk${VNDK_VER}/libziparchive.so,VNDK,
/system/${LIB}/vndk-sp${VNDK_VER}/android.hardware.graphics.common@1.0.so,VNDK-SP,
/system/${LIB}/vndk-sp${VNDK_VER}/android.hardware.graphics.common@1.1.so,VNDK-SP,
/system/${LIB}/vndk-sp${VNDK_VER}/android.hardware.graphics.common@1.2.so,VNDK-SP,
/system/${LIB}/vndk-sp${VNDK_VER}/android.hardware.graphics.mapper@2.0.so,VNDK-SP,
/system/${LIB}/vndk-sp${VNDK_VER}/android.hardware.graphics.mapper@2.1.so,VNDK-SP,
/system/${LIB}/vndk-sp${VNDK_VER}/android.hardware.graphics.mapper@3.0.so,VNDK-SP,
/system/${LIB}/vndk-sp${VNDK_VER}/android.hardware.renderscript@1.0.so,VNDK-SP,
/system/${LIB}/vndk-sp${VNDK_VER}/android.hidl.memory.token@1.0.so,VNDK-SP,
/system/${LIB}/vndk-sp${VNDK_VER}/android.hidl.memory@1.0.so,VNDK-SP,
/system/${LIB}/vndk-sp${VNDK_VER}/android.hidl.safe_union@1.0.so,VNDK-SP,
/system/${LIB}/vndk-sp${VNDK_VER}/hw/android.hidl.memory@1.0-impl.so,VNDK-SP,
/system/${LIB}/vndk-sp${VNDK_VER}/libRSCpuRef.so,VNDK-SP,
/system/${LIB}/vndk-sp${VNDK_VER}/libRSDriver.so,VNDK-SP,
/system/${LIB}/vndk-sp${VNDK_VER}/libRS_internal.so,VNDK-SP,
/system/${LIB}/vndk-sp${VNDK_VER}/libbacktrace.so,VNDK-SP-Private,
/system/${LIB}/vndk-sp${VNDK_VER}/libbase.so,VNDK-SP,
/system/${LIB}/vndk-sp${VNDK_VER}/libbcinfo.so,VNDK-SP,
/system/${LIB}/vndk-sp${VNDK_VER}/libbinderthreadstate.so,VNDK-SP-Private,
/system/${LIB}/vndk-sp${VNDK_VER}/libblas.so,VNDK-SP-Private,
/system/${LIB}/vndk-sp${VNDK_VER}/libc++.so,VNDK-SP,
/system/${LIB}/vndk-sp${VNDK_VER}/libcompiler_rt.so,VNDK-SP-Private,
/system/${LIB}/vndk-sp${VNDK_VER}/libcutils.so,VNDK-SP,
/system/${LIB}/vndk-sp${VNDK_VER}/libdexfile.so,VNDK-SP-Private,Workaround for degenerated VDNK
/system/${LIB}/vndk-sp${VNDK_VER}/libhardware.so,VNDK-SP,
/system/${LIB}/vndk-sp${VNDK_VER}/libhidlbase.so,VNDK-SP,
/system/${LIB}/vndk-sp${VNDK_VER}/libhidlmemory.so,VNDK-SP,
/system/${LIB}/vndk-sp${VNDK_VER}/libhidltransport.so,VNDK-SP,
/system/${LIB}/vndk-sp${VNDK_VER}/libhwbinder.so,VNDK-SP,
/system/${LIB}/vndk-sp${VNDK_VER}/libhwbinder_noltopgo.so,VNDK-SP,
/system/${LIB}/vndk-sp${VNDK_VER}/libion.so,VNDK-SP,
/system/${LIB}/vndk-sp${VNDK_VER}/libjsoncpp.so,VNDK-SP,
/system/${LIB}/vndk-sp${VNDK_VER}/liblzma.so,VNDK-SP,
/system/${LIB}/vndk-sp${VNDK_VER}/libprocessgroup.so,VNDK-SP,
/system/${LIB}/vndk-sp${VNDK_VER}/libunwind.so,VNDK-SP-Private,
/system/${LIB}/vndk-sp${VNDK_VER}/libunwindstack.so,VNDK-SP,
/system/${LIB}/vndk-sp${VNDK_VER}/libutils.so,VNDK-SP,
/system/${LIB}/vndk-sp${VNDK_VER}/libutilscallstack.so,VNDK-SP,
/system/${LIB}/vndk-sp${VNDK_VER}/libz.so,VNDK-SP,
/vendor/${LIB}/hidl.tests.vendor@1.0.so,VND-ONLY,
/vendor/${LIB}/hidl.tests.vendor@1.1.so,VND-ONLY,
/vendor/${LIB}/libavservices_minijail_vendor.so,VND-ONLY,Framework module should link libavservices_minijail.so
/vendor/${LIB}/libcld80211.so,VND-ONLY,
/vendor/${LIB}/libeffects.so,VND-ONLY,
/vendor/${LIB}/libhwc2on1adapter.so,VND-ONLY,
